trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
"319_20120701","08:02:00","08:02:00","San Francisco Caltrain",8,,,
"322_20120701","07:59:00","07:59:00","San Francisco Caltrain",1,,,
"322_20120701","08:04:00","08:04:00","22nd Street Caltrain",2,,,
"322_20120701","08:17:00","08:17:00","Millbrae Caltrain",3,,,
"322_20120701","08:30:00","08:30:00","Redwood City Caltrain",4,,,
"322_20120701","08:35:00","08:35:00","Menlo Park Caltrain",5,,,
"322_20120701","08:44:00","08:44:00","Mountain View Caltrain",6,,,
"322_20120701","08:58:00","08:58:00","San Jose Caltrain",7,,,
"323_20120701","07:45:00","07:45:00","San Jose Caltrain",1,,,
"323_20120701","07:57:00","07:57:00","Mountain View Caltrain",2,,,
"323_20120701","08:05:00","08:05:00","Palo Alto Caltrain",3,,,
"323_20120701","08:16:00","08:16:00","Hillsdale Caltrain",4,,,
"323_20120701","08:24:00","08:24:00","Millbrae Caltrain",5,,,
"323_20120701","08:42:00","08:42:00","San Francisco Caltrain",6,,,
"324_20120701","08:14:00","08:14:00","San Francisco Caltrain",1,,,
"324_20120701","08:19:00","08:19:00","22nd Street Caltrain",2,,,
"324_20120701","08:32:00","08:32:00","Millbrae Caltrain",3,,,
"324_20120701","08:40:00","08:40:00","Hillsdale Caltrain",4,,,
"324_20120701","08:51:00","08:51:00","Palo Alto Caltrain",5,,,
"324_20120701","08:58:00","08:58:00","Mountain View Caltrain",6,,,
"324_20120701","09:13:00","09:13:00","San Jose Caltrain",7,,,
"329_20120701","07:56:00","07:56:00","Tamien Caltrain",1,,,
"329_20120701","08:03:00","08:03:00","San Jose Caltrain",2,,,
"329_20120701","08:13:00","08:13:00","Sunnyvale Caltrain",3,,,
"329_20120701","08:23:00","08:23:00","Palo Alto Caltrain",4,,,
"329_20120701","08:30:00","08:30:00","Redwood City Caltrain",5,,,
"329_20120701","08:39:00","08:39:00","San Mateo Caltrain",6,,,
"329_20120701","08:45:00","08:45:00","Millbrae Caltrain",7,,,
"329_20120701","09:02:00","09:02:00","San Francisco Caltrain",8,,,
"332_20120701","08:59:00","08:59:00","San Francisco Caltrain",1,,,
"332_20120701","09:04:00","09:04:00","22nd Street Caltrain",2,,,
"332_20120701","09:17:00","09:17:00","Millbrae Caltrain",3,,,
"332_20120701","09:30:00","09:30:00","Redwood City Caltrain",4,,,
"332_20120701","09:35:00","09:35:00","Menlo Park Caltrain",5,,,
"332_20120701","09:44:00","09:44:00","Mountain View Caltrain",6,,,
"332_20120701","09:58:00","09:58:00","San Jose Caltrain",7,,,
"362_20120701","16:09:00","16:09:00","San Francisco Caltrain",1,,,
"362_20120701","16:25:00","16:25:00","Millbrae Caltrain",2,,,
"362_20120701","16:33:00","16:33:00","Hillsdale Caltrain",3,,,
"362_20120701","16:44:00","16:44:00","Palo Alto Caltrain",4,,,
"362_20120701","16:51:00","16:51:00","Mountain View Caltrain",5,,,
"362_20120701","17:06:00","17:06:00","San Jose Caltrain",6,,,
"365_20120701","16:25:00","16:25:00","San Jose Caltrain",1,,,
"365_20120701","16:37:00","16:37:00","Mountain View Caltrain",2,,,
"365_20120701","16:46:00","16:46:00","Menlo Park Caltrain",3,,,
"365_20120701","16:52:00","16:52:00","Redwood City Caltrain",4,,,
"365_20120701","17:05:00","17:05:00","Millbrae Caltrain",5,,,
"365_20120701","17:17:00","17:17:00","22nd Street Caltrain",6,,,
"365_20120701","17:24:00","17:24:00","San Francisco Caltrain",7,,,
"368_20120701","16:33:00","16:33:00","San Francisco Caltrain",1,,,
"368_20120701","16:49:00","16:49:00","Millbrae Caltrain",2,,,
"368_20120701","16:57:00","16:57:00","San Mateo Caltrain",3,,,
"368_20120701","17:06:00","17:06:00","Redwood City Caltrain",4,,,
"368_20120701","17:12:00","17:12:00","Palo Alto Caltrain",5,,,
"368_20120701","17:21:00","17:21:00","Sunnyvale Caltrain",6,,,
"368_20120701","17:32:00","17:32:00","San Jose Caltrain",7,,,
"368_20120701","17:39:00","17:39:00","Tamien Caltrain",8,,,
"369_20120701","16:45:00","16:45:00","San Jose Caltrain",1,,,
"369_20120701","16:58:00","16:58:00","Mountain View Caltrain",2,,,
"369_20120701","17:06:00","17:06:00","Palo Alto Caltrain",3,,,
"369_20120701","17:17:00","17:17:00","Hillsdale Caltrain",4,,,
"369_20120701","17:25:00","17:25:00","Millbrae Caltrain",5,,,
"369_20120701","17:37:00","17:37:00","22nd Street Caltrain",6,,,
"369_20120701","17:44:00","17:44:00","San Francisco Caltrain",7,,,
"372_20120701","17:14:00","17:14:00","San Francisco Caltrain",1,,,
"372_20120701","17:30:00","17:30:00","Millbrae Caltrain",2,,,
"372_20120701","17:38:00","17:38:00","Hillsdale Caltrain",3,,,
"372_20120701","17:49:00","17:49:00","Palo Alto Caltrain",4,,,
"372_20120701","17:56:00","17:56:00","Mountain View Caltrain",5,,,
"372_20120701","18:11:00","18:11:00","San Jose Caltrain",6,,,
"373_20120701","17:25:00","17:25:00","San Jose Caltrain",1,,,
"373_20120701","17:37:00","17:37:00","Mountain View Caltrain",2,,,
"373_20120701","17:46:00","17:46:00","Menlo Park Caltrain",3,,,
"373_20120701","17:52:00","17:52:00","Redwood City Caltrain",4,,,
"373_20120701","18:05:00","18:05:00","Millbrae Caltrain",5,,,
"373_20120701","18:17:00","18:17:00","22nd Street Caltrain",6,,,
"373_20120701","18:24:00","18:24:00","San Francisco Caltrain",7,,,
"378_20120701","17:33:00","17:33:00","San Francisco Caltrain",1,,,
"378_20120701","17:49:00","17:49:00","Millbrae Caltrain",2,,,
"378_20120701","17:57:00","17:57:00","San Mateo Caltrain",3,,,
"378_20120701","18:06:00","18:06:00","Redwood City Caltrain",4,,,
"378_20120701","18:12:00","18:12:00","Palo Alto Caltrain",5,,,
"378_20120701","18:21:00","18:21:00","Sunnyvale Caltrain",6,,,
"378_20120701","18:32:00","18:32:00","San Jose Caltrain",7,,,
"378_20120701","18:39:00","18:39:00","Tamien Caltrain",8,,,
"379_20120701","17:45:00","17:45:00","San Jose Caltrain",1,,,
"379_20120701","17:58:00","17:58:00","Mountain View Caltrain",2,,,
"379_20120701","18:06:00","18:06:00","Palo Alto Caltrain",3,,,
"379_20120701","18:17:00","18:17:00","Hillsdale Caltrain",4,,,
"379_20120701","18:25:00","18:25:00","Millbrae Caltrain",5,,,
"379_20120701","18:37:00","18:37:00","22nd Street Caltrain",6,,,
"379_20120701","18:44:00","18:44:00","San Francisco Caltrain",7,,,
"382_20120701","18:14:00","18:14:00","San Francisco Caltrain",1,,,
"382_20120701","18:30:00","18:30:00","Millbrae Caltrain",2,,,
"382_20120701","18:38:00","18:38:00","Hillsdale Caltrain",3,,,
"382_20120701","18:49:00","18:49:00","Palo Alto Caltrain",4,,,
"382_20120701","18:56:00","18:56:00","Mountain View Caltrain",5,,,
"382_20120701","19:11:00","19:11:00","San Jose Caltrain",6,,,
"383_20120701","18:25:00","18:25:00","San Jose Caltrain",1,,,
"383_20120701","18:37:00","18:37:00","Mountain View Caltrain",2,,,
"383_20120701","18:46:00","18:46:00","Menlo Park Caltrain",3,,,
"383_20120701","18:52:00","18:52:00","Redwood City Caltrain",4,,,
"383_20120701","19:05:00","19:05:00","Millbrae Caltrain",5,,,
"383_20120701","19:17:00","19:17:00","22nd Street Caltrain",6,,,
"383_20120701","19:24:00","19:24:00","San Francisco Caltrain",7,,,
"386_20120701","18:33:00","18:33:00","San Francisco Caltrain",1,,,
"386_20120701","18:49:00","18:49:00","Millbrae Caltrain",2,,,
"386_20120701","18:57:00","18:57:00","San Mateo Caltrain",3,,,
"386_20120701","19:06:00","19:06:00","Redwood City Caltrain",4,,,
"386_20120701","19:12:00","19:12:00","Palo Alto Caltrain",5,,,
"386_20120701","19:21:00","19:21:00","Sunnyvale Caltrain",6,,,
"386_20120701","19:32:00","19:32:00","San Jose Caltrain",7,,,
"386_20120701","19:39:00","19:39:00","Tamien Caltrain",8,,,
"421_20120701","07:00:00","07:00:00","San Jose Caltrain",1,,,
"421_20120701","07:05:00","07:05:00","Santa Clara Caltrain",2,,,
"421_20120701","07:10:00","07:10:00","Lawrence Caltrain",3,,,
"421_20120701","07:14:00","07:14:00","Sunnyvale Caltrain",4,,,
"421_20120701","07:19:00","07:19:00","Mountain View Caltrain",5,,,
"421_20120701","07:23:00","07:23:00","San Antonio Caltrain",6,,,
"421_20120701","07:27:00","07:27:00","California Ave Caltrain",7,,,
"421_20120701","07:31:00","07:31:00","Palo Alto Caltrain",8,,,
"421_20120701","07:34:00","07:34:00","Menlo Park Caltrain",9,,,
"421_20120701","07:37:00","07:37:00","Atherton Caltrain",10,,,
"421_20120701","07:41:00","07:41:00","Redwood City Caltrain",11,,,
"421_20120701","07:45:00","07:45:00","San Carlos Caltrain",12,,,
"421_20120701","07:48:00","07:48:00","Belmont Caltrain",13,,,
"421_20120701","07:51:00","07:51:00","Hillsdale Caltrain",14,,,
"421_20120701","07:54:00","07:54:00","Hayward Park Caltrain",15,,,
"421_20120701","07:57:00","07:57:00","San Mateo Caltrain",16,,,
"421_20120701","08:00:00","08:00:00","Burlingame Caltrain",17,,,
"421_20120701","08:03:00","08:03:00","Broadway Caltrain",18,,,
"421_20120701","08:08:00","08:08:00","Millbrae Caltrain",19,,,
"421_20120701","08:12:00","08:12:00","San Bruno Caltrain",20,,,
"421_20120701","08:17:00","08:17:00","So. San Francisco Caltrain",21,,,
"421_20120701","08:23:00","08:23:00","Bayshore Caltrain",22,,,
"421_20120701","08:28:00","08:28:00","22nd Street Caltrain",23,,,
"421_20120701","08:36:00","08:36:00","San Francisco Caltrain",24,,,
"422_20120701","08:15:00","08:15:00","San Francisco Caltrain",1,,,
"422_20120701","08:20:00","08:20:00","22nd Street Caltrain",2,,,
"422_20120701","08:25:00","08:25:00","Bayshore Caltrain",3,,,
"422_20120701","08:31:00","08:31:00","So. San Francisco Caltrain",4,,,
"422_20120701","08:35:00","08:35:00","San Bruno Caltrain",5,,,
"422_20120701","08:39:00","08:39:00","Millbrae Caltrain",6,,,
"422_20120701","08:43:00","08:43:00","Broadway Caltrain",7,,,
"422_20120701","08:45:00","08:45:00","Burlingame Caltrain",8,,,
"422_20120701","08:49:00","08:49:00","San Mateo Caltrain",9,,,
"422_20120701","08:52:00","08:52:00","Hayward Park Caltrain",10,,,
"422_20120701","08:55:00","08:55:00","Hillsdale Caltrain",11,,,
"422_20120701","08:58:00","08:58:00","Belmont Caltrain",12,,,
"422_20120701","09:01:00","09:01:00","San Carlos Caltrain",13,,,
"422_20120701","09:07:00","09:07:00","Redwood City Caltrain",14,,,
"422_20120701","09:11:00","09:11:00","Atherton Caltrain",15,,,
"422_20120701","09:14:00","09:14:00","Menlo Park Caltrain",16,,,
"422_20120701","09:17:00","09:17:00","Palo Alto Caltrain",17,,,
"422_20120701","09:21:00","09:21:00","California Ave Caltrain",18,,,
"422_20120701","09:25:00","09:25:00","San Antonio Caltrain",19,,,
"422_20120701","09:29:00","09:29:00","Mountain View Caltrain",20,,,
"422_20120701","09:34:00","09:34:00","Sunnyvale Caltrain",21,,,
"422_20120701","09:38:00","09:38:00","Lawrence Caltrain",22,,,
"422_20120701","09:43:00","09:43:00","Santa Clara Caltrain",23,,,
"422_20120701","09:51:00","09:51:00","San Jose Caltrain",24,,,
"423_20120701","08:00:00","08:00:00","San Jose Caltrain",1,,,
"423_20120701","08:05:00","08:05:00","Santa Clara Caltrain",2,,,
"423_20120701","08:10:00","08:10:00","Lawrence Caltrain",3,,,
"423_20120701","08:14:00","08:14:00","Sunnyvale Caltrain",4,,,
"423_20120701","08:19:00","08:19:00","Mountain View Caltrain",5,,,
"423_20120701","08:23:00","08:23:00","San Antonio Caltrain",6,,,
"423_20120701","08:27:00","08:27:00","California Ave Caltrain",7,,,
"423_20120701","08:31:00","08:31:00","Palo Alto Caltrain",8,,,
"423_20120701","08:34:00","08:34:00","Menlo Park Caltrain",9,,,
"423_20120701","08:37:00","08:37:00","Atherton Caltrain",10,,,
"423_20120701","08:41:00","08:41:00","Redwood City Caltrain",11,,,
"423_20120701","08:45:00","08:45:00","San Carlos Caltrain",12,,,
"423_20120701","08:48:00","08:48:00","Belmont Caltrain",13,,,
"423_20120701","08:51:00","08:51:00","Hillsdale Caltrain",14,,,
"423_20120701","08:54:00","08:54:00","Hayward Park Caltrain",15,,,
"423_20120701","08:57:00","08:57:00","San Mateo Caltrain",16,,,
"423_20120701","09:00:00","09:00:00","Burlingame Caltrain",17,,,
"423_20120701","09:03:00","09:03:00","Broadway Caltrain",18,,,
"423_20120701","09:08:00","09:08:00","Millbrae Caltrain",19,,,
"423_20120701","09:12:00","09:12:00","San Bruno Caltrain",20,,,
"423_20120701","09:17:00","09:17:00","So. San Francisco Caltrain",21,,,
"423_20120701","09:23:00","09:23:00","Bayshore Caltrain",22,,,
"423_20120701","09:28:00","09:28:00","22nd Street Caltrain",23,,,
"423_20120701","09:36:00","09:36:00","San Francisco Caltrain",24,,,
"424_20120701","09:15:00","09:15:00","San Francisco Caltrain",1,,,
"424_20120701","09:20:00","09:20:00","22nd Street Caltrain",2,,,
"424_20120701","09:25:00","09:25:00","Bayshore Caltrain",3,,,
"424_20120701","09:31:00","09:31:00","So. San Francisco Caltrain",4,,,
"424_20120701","09:35:00","09:35:00","San Bruno Caltrain",5,,,
"424_20120701","09:39:00","09:39:00","Millbrae Caltrain",6,,,
"424_20120701","09:43:00","09:43:00","Broadway Caltrain",7,,,
"424_20120701","09:45:00","09:45:00","Burlingame Caltrain",8,,,
"424_20120701","09:49:00","09:49:00","San Mateo Caltrain",9,,,
"424_20120701","09:52:00","09:52:00","Hayward Park Caltrain",10,,,
"424_20120701","09:55:00","09:55:00","Hillsdale Caltrain",11,,,
"424_20120701","09:58:00","09:58:00","Belmont Caltrain",12,,,
"424_20120701","10:01:00","10:01:00","San Carlos Caltrain",13,,,
"424_20120701","10:07:00","10:07:00","Redwood City Caltrain",14,,,
"424_20120701","10:11:00","10:11:00","Atherton Caltrain",15,,,
"424_20120701","10:14:00","10:14:00","Menlo Park Caltrain",16,,,
"424_20120701","10:17:00","10:17:00","Palo Alto Caltrain",17,,,
"424_20120701","10:21:00","10:21:00","California Ave Caltrain",18,,,
"424_20120701","10:25:00","10:25:00","San Antonio Caltrain",19,,,
"424_20120701","10:29:00","10:29:00","Mountain View Caltrain",20,,,
"424_20120701","10:34:00","10:34:00","Sunnyvale Caltrain",21,,,
"424_20120701","10:38:00","10:38:00","Lawrence Caltrain",22,,,
"424_20120701","10:43:00","10:43:00","Santa Clara Caltrain",23,,,
"424_20120701","10:51:00","10:51:00","San Jose Caltrain",24,,,
"425_20120701","09:00:00","09:00:00","San Jose Caltrain",1,,,
"425_20120701","09:05:00","09:05:00","Santa Clara Caltrain",2,,,
"425_20120701","09:10:00","09:10:00","Lawrence Caltrain",3,,,
"425_20120701","09:14:00","09:14:00","Sunnyvale Caltrain",4,,,
"425_20120701","09:19:00","09:19:00","Mountain View Caltrain",5,,,
"425_20120701","09:23:00","09:23:00","San Antonio Caltrain",6,,,
"425_20120701","09:27:00","09:27:00","California Ave Caltrain",7,,,
"425_20120701","09:31:00","09:31:00","Palo Alto Caltrain",8,,,
"425_20120701","09:34:00","09:34:00","Menlo Park Caltrain",9,,,
"425_20120701","09:37:00","09:37:00","Atherton Caltrain",10,,,
"425_20120701","09:41:00","09:41:00","Redwood City Caltrain",11,,,
"425_20120701","09:45:00","09:45:00","San Carlos Caltrain",12,,,
"425_20120701","09:48:00","09:48:00","Belmont Caltrain",13,,,
"425_20120701","09:51:00","09:51:00","Hillsdale Caltrain",14,,,
"425_20120701","09:54:00","09:54:00","Hayward Park Caltrain",15,,,
"425_20120701","09:57:00","09:57:00","San Mateo Caltrain",16,,,
"425_20120701","10:00:00","10:00:00","Burlingame Caltrain",17,,,
"425_20120701","10:03:00","10:03:00","Broadway Caltrain",18,,,
"425_20120701","10:08:00","10:08:00","Millbrae Caltrain",19,,,
"425_20120701","10:12:00","10:12:00","San Bruno Caltrain",20,,,
"425_20120701","10:17:00","10:17:00","So. San Francisco Caltrain",21,,,
"425_20120701","10:23:00","10:23:00","Bayshore Caltrain",22,,,
"425_20120701","10:28:00","10:28:00","22nd Street Caltrain",23,,,
"425_20120701","10:36:00","10:36:00","San Francisco Caltrain",24,,,
"426_20120701","10:15:00","10:15:00","San Francisco Caltrain",1,,,
"426_20120701","10:20:00","10:20:00","22nd Street Caltrain",2,,,
"426_20120701","10:25:00","10:25:00","Bayshore Caltrain",3,,,
"426_20120701","10:31:00","10:31:00","So. San Francisco Caltrain",4,,,
"426_20120701","10:35:00","10:35:00","San Bruno Caltrain",5,,,
"426_20120701","10:39:00","10:39:00","Millbrae Caltrain",6,,,
"426_20120701","10:43:00","10:43:00","Broadway Caltrain",7,,,
"426_20120701","10:45:00","10:45:00","Burlingame Caltrain",8,,,
"426_20120701","10:49:00","10:49:00","San Mateo Caltrain",9,,,
"426_20120701","10:52:00","10:52:00","Hayward Park Caltrain",10,,,
"426_20120701","10:55:00","10:55:00","Hillsdale Caltrain",11,,,
"426_20120701","10:58:00","10:58:00","Belmont Caltrain",12,,,
"426_20120701","11:01:00","11:01:00","San Carlos Caltrain",13,,,
"426_20120701","11:07:00","11:07:00","Redwood City Caltrain",14,,,
"426_20120701","11:11:00","11:11:00","Atherton Caltrain",15,,,
"426_20120701","11:14:00","11:14:00","Menlo Park Caltrain",16,,,
"426_20120701","11:17:00","11:17:00","Palo Alto Caltrain",17,,,
"426_20120701","11:21:00","11:21:00","California Ave Caltrain",18,,,
"426_20120701","11:25:00","11:25:00","San Antonio Caltrain",19,,,
"426_20120701","11:29:00","11:29:00","Mountain View Caltrain",20,,,
"426_20120701","11:34:00","11:34:00","Sunnyvale Caltrain",21,,,
"426_20120701","11:38:00","11:38:00","Lawrence Caltrain",22,,,
"426_20120701","11:43:00","11:43:00","Santa Clara Caltrain",23,,,
"426_20120701","11:51:00","11:51:00","San Jose Caltrain",24,,,
"427_20120701","10:00:00","10:00:00","San Jose Caltrain",1,,,
"427_20120701","10:05:00","10:05:00","Santa Clara Caltrain",2,,,
"427_20120701","10:10:00","10:10:00","Lawrence Caltrain",3,,,
"427_20120701","10:14:00","10:14:00","Sunnyvale Caltrain",4,,,
"427_20120701","10:19:00","10:19:00","Mountain View Caltrain",5,,,
"427_20120701","10:23:00","10:23:00","San Antonio Caltrain",6,,,
"427_20120701","10:27:00","10:27:00","California Ave Caltrain",7,,,
"427_20120701","10:31:00","10:31:00","Palo Alto Caltrain",8,,,
"427_20120701","10:34:00","10:34:00","Menlo Park Caltrain",9,,,
"427_20120701","10:37:00","10:37:00","Atherton Caltrain",10,,,
"427_20120701","10:41:00","10:41:00","Redwood City Caltrain",11,,,
"427_20120701","10:45:00","10:45:00","San Carlos Caltrain",12,,,
"427_20120701","10:48:00","10:48:00","Belmont Caltrain",13,,,
"427_20120701","10:51:00","10:51:00","Hillsdale Caltrain",14,,,
"427_20120701","10:54:00","10:54:00","Hayward Park Caltrain",15,,,
"427_20120701","10:57:00","10:57:00","San Mateo Caltrain",16,,,
"427_20120701","11:00:00","11:00:00","Burlingame Caltrain",17,,,
"427_20120701","11:03:00","11:03:00","Broadway Caltrain",18,,,
"427_20120701","11:08:00","11:08:00","Millbrae Caltrain",19,,,
"427_20120701","11:12:00","11:12:00","San Bruno Caltrain",20,,,
"427_20120701","11:17:00","11:17:00","So. San Francisco Caltrain",21,,,
"427_20120701","11:23:00","11:23:00","Bayshore Caltrain",22,,,
"427_20120701","11:28:00","11:28:00","22nd Street Caltrain",23,,,
"427_20120701","11:36:00","11:36:00","San Francisco Caltrain",24,,,
"428_20120701","11:15:00","11:15:00","San Francisco Caltrain",1,,,
"428_20120701","11:20:00","11:20:00","22nd Street Caltrain",2,,,
"428_20120701","11:25:00","11:25:00","Bayshore Caltrain",3,,,
"428_20120701","11:31:00","11:31:00","So. San Francisco Caltrain",4,,,
"428_20120701","11:35:00","11:35:00","San Bruno Caltrain",5,,,
"428_20120701","11:39:00","11:39:00","Millbrae Caltrain",6,,,
"428_20120701","11:43:00","11:43:00","Broadway Caltrain",7,,,
"428_20120701","11:45:00","11:45:00","Burlingame Caltrain",8,,,
"428_20120701","11:49:00","11:49:00","San Mateo Caltrain",9,,,
"428_20120701","11:52:00","11:52:00","Hayward Park Caltrain",10,,,
"428_20120701","11:55:00","11:55:00","Hillsdale Caltrain",11,,,
"428_20120701","11:58:00","11:58:00","Belmont Caltrain",12,,,
"428_20120701","12:01:00","12:01:00","San Carlos Caltrain",13,,,
"428_20120701","12:07:00","12:07:00","Redwood City Caltrain",14,,,
"428_20120701","12:11:00","12:11:00","Atherton Caltrain",15,,,
"428_20120701","12:14:00","12:14:00","Menlo Park Caltrain",16,,,
"428_20120701","12:17:00","12:17:00","Palo Alto Caltrain",17,,,
"428_20120701","12:21:00","12:21:00","California Ave Caltrain",18,,,
"428_20120701","12:25:00","12:25:00","San Antonio Caltrain",19,,,
"428_20120701","12:29:00","12:29:00","Mountain View Caltrain",20,,,
"428_20120701","12:34:00","12:34:00","Sunnyvale Caltrain",21,,,
"428_20120701","12:38:00","12:38:00","Lawrence Caltrain",22,,,
"428_20120701","12:43:00","12:43:00","Santa Clara Caltrain",23,,,
"428_20120701","12:51:00","12:51:00","San Jose Caltrain",24,,,
"429_20120701","11:00:00","11:00:00","San Jose Caltrain",1,,,
"429_20120701","11:05:00","11:05:00","Santa Clara Caltrain",2,,,
"429_20120701","11:10:00","11:10:00","Lawrence Caltrain",3,,,
"429_20120701","11:14:00","11:14:00","Sunnyvale Caltrain",4,,,
"429_20120701","11:19:00","11:19:00","Mountain View Caltrain",5,,,
"429_20120701","11:23:00","11:23:00","San Antonio Caltrain",6,,,
"429_20120701","11:27:00","11:27:00","California Ave Caltrain",7,,,
"429_20120701","11:31:00","11:31:00","Palo Alto Caltrain",8,,,
"429_20120701","11:34:00","11:34:00","Menlo Park Caltrain",9,,,
"429_20120701","11:37:00","11:37:00","Atherton Caltrain",10,,,
"429_20120701","11:41:00","11:41:00","Redwood City Caltrain",11,,,
"429_20120701","11:45:00","11:45:00","San Carlos Caltrain",12,,,
"429_20120701","11:48:00","11:48:00","Belmont Caltrain",13,,,
"429_20120701","11:51:00","11:51:00","Hillsdale Caltrain",14,,,
"429_20120701","11:54:00","11:54:00","Hayward Park Caltrain",15,,,
"429_20120701","11:57:00","11:57:00","San Mateo Caltrain",16,,,
"429_20120701","12:00:00","12:00:00","Burlingame Caltrain",17,,,
"429_20120701","12:03:00","12:03:00","Broadway Caltrain",18,,,
"429_20120701","12:08:00","12:08:00","Millbrae Caltrain",19,,,
"429_20120701","12:12:00","12:12:00","San Bruno Caltrain",20,,,
"429_20120701","12:17:00","12:17:00","So. San Francisco Caltrain",21,,,
"429_20120701","12:23:00","12:23:00","Bayshore Caltrain",22,,,
"429_20120701","12:28:00","12:28:00","22nd Street Caltrain",23,,,
"429_20120701","12:36:00","12:36:00","San Francisco Caltrain",24,,,
"430_20120701","12:15:00","12:15:00","San Francisco Caltrain",1,,,
"430_20120701","12:20:00","12:20:00","22nd Street Caltrain",2,,,
"430_20120701","12:25:00","12:25:00","Bayshore Caltrain",3,,,
"430_20120701","12:31:00","12:31:00","So. San Francisco Caltrain",4,,,
"430_20120701","12:35:00","12:35:00","San Bruno Caltrain",5,,,
"430_20120701","12:39:00","12:39:00","Millbrae Caltrain",6,,,
"430_20120701","12:43:00","12:43:00","Broadway Caltrain",7,,,
"430_20120701","12:45:00","12:45:00","Burlingame Caltrain",8,,,
"430_20120701","12:49:00","12:49:00","San Mateo Caltrain",9,,,
"430_20120701","12:52:00","12:52:00","Hayward Park Caltrain",10,,,
"430_20120701","12:55:00","12:55:00","Hillsdale Caltrain",11,,,
"430_20120701","12:58:00","12:58:00","Belmont Caltrain",12,,,
"430_20120701","13:01:00","13:01:00","San Carlos Caltrain",13,,,
"430_20120701","13:07:00","13:07:00","Redwood City Caltrain",14,,,
"430_20120701","13:11:00","13:11:00","Atherton Caltrain",15,,,
"430_20120701","13:14:00","13:14:00","Menlo Park Caltrain",16,,,
"430_20120701","13:17:00","13:17:00","Palo Alto Caltrain",17,,,
"430_20120701","13:21:00","13:21:00","California Ave Caltrain",18,,,
"430_20120701","13:25:00","13:25:00","San Antonio Caltrain",19,,,
"430_20120701","13:29:00","13:29:00","Mountain View Caltrain",20,,,
"430_20120701","13:34:00","13:34:00","Sunnyvale Caltrain",21,,,
"430_20120701","13:38:00","13:38:00","Lawrence Caltrain",22,,,
"430_20120701","13:43:00","13:43:00","Santa Clara Caltrain",23,,,
"430_20120701","13:51:00","13:51:00","San Jose Caltrain",24,,,
"431_20120701","12:00:00","12:00:00","San Jose Caltrain",1,,,
"431_20120701","12:05:00","12:05:00","Santa Clara Caltrain",2,,,
"431_20120701","12:10:00","12:10:00","Lawrence Caltrain",3,,,
"431_20120701","12:14:00","12:14:00","Sunnyvale Caltrain",4,,,
"431_20120701","12:19:00","12:19:00","Mountain View Caltrain",5,,,
"431_20120701","12:23:00","12:23:00","San Antonio Caltrain",6,,,
"431_20120701","12:27:00","12:27:00","California Ave Caltrain",7,,,
"431_20120701","12:31:00","12:31:00","Palo Alto Caltrain",8,,,
"431_20120701","12:34:00","12:34:00","Menlo Park Caltrain",9,,,
"431_20120701","12:37:00","12:37:00","Atherton Caltrain",10,,,
"431_20120701","12:41:00","12:41:00","Redwood City Caltrain",11,,,
"431_20120701","12:45:00","12:45:00","San Carlos Caltrain",12,,,
"431_20120701","12:48:00","12:48:00","Belmont Caltrain",13,,,
"431_20120701","12:51:00","12:51:00","Hillsdale Caltrain",14,,,
"431_20120701","12:54:00","12:54:00","Hayward Park Caltrain",15,,,
"431_20120701","12:57:00","12:57:00","San Mateo Caltrain",16,,,
"431_20120701","13:00:00","13:00:00","Burlingame Caltrain",17,,,
"431_20120701","13:03:00","13:03:00","Broadway Caltrain",18,,,
"431_20120701","13:08:00","13:08:00","Millbrae Caltrain",19,,,
"431_20120701","13:12:00","13:12:00","San Bruno Caltrain",20,,,
"431_20120701","13:17:00","13:17:00","So. San Francisco Caltrain",21,,,
"431_20120701","13:23:00","13:23:00","Bayshore Caltrain",22,,,
"431_20120701","13:28:00","13:28:00","22nd Street Caltrain",23,,,
"431_20120701","13:36:00","13:36:00","San Francisco Caltrain",24,,,
"432_20120701","13:15:00","13:15:00","San Francisco Caltrain",1,,,
"432_20120701","13:20:00","13:20:00","22nd Street Caltrain",2,,,
"432_20120701","13:25:00","13:25:00","Bayshore Caltrain",3,,,
"432_20120701","13:31:00","13:31:00","So. San Francisco Caltrain",4,,,
"432_20120701","13:35:00","13:35:00","San Bruno Caltrain",5,,,
"432_20120701","13:39:00","13:39:00","Millbrae Caltrain",6,,,
"432_20120701","13:43:00","13:43:00","Broadway Caltrain",7,,,
"432_20120701","13:45:00","13:45:00","Burlingame Caltrain",8,,,
"432_20120701","13:49:00","13:49:00","San Mateo Caltrain",9,,,
"432_20120701","13:52:00","13:52:00","Hayward Park Caltrain",10,,,
"432_20120701","13:55:00","13:55:00","Hillsdale Caltrain",11,,,
"432_20120701","13:58:00","13:58:00","Belmont Caltrain",12,,,
"432_20120701","14:01:00","14:01:00","San Carlos Caltrain",13,,,
"432_20120701","14:07:00","14:07:00","Redwood City Caltrain",14,,,
"432_20120701","14:11:00","14:11:00","Atherton Caltrain",15,,,
"432_20120701","14:14:00","14:14:00","Menlo Park Caltrain",16,,,
"432_20120701","14:17:00","14:17:00","Palo Alto Caltrain",17,,,
"432_20120701","14:21:00","14:21:00","California Ave Caltrain",18,,,
"432_20120701","14:25:00","14:25:00","San Antonio Caltrain",19,,,
